ID;Award;Artist;Title;Certification date;Label;Format;Release date;Category;Type;Certified Units;Genre
108731;Diamond;J BALVIN & WILLY WILLIAM;MI GENTE (FEAT. BEYONCE);October 29, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;June 30, 2017; None;Latin;4.08 Million ;LATIN
108805;Platinum;A$AP ROCKY;PRAISE THE LORD (DA SHINE);October 29, 2018;A$AP WORLDWIDE / POLO GROUNDS MUSIC / RCA RECORDS;SINGLEMORE DETAILS ;May 25, 2018;SOLO;Digital;1 Million ;R&B/HIP HOP
108774;Platinum;A$AP ROCKY;EVERYDAY;October 29, 2018;A$AP WORLDWIDE / POLO GROUNDS MUSIC / RCA RECORDS;SINGLEMORE DETAILS ;May 8, 2015;SOLO;Digital;1 Million ;R&B/HIP HOP
108792;Platinum;A$AP ROCKY;L$D;October 29, 2018;A$AP WORLDWIDE / POLO GROUNDS MUSIC / RCA RECORDS;SINGLEMORE DETAILS ;May 21, 2015;SOLO;Digital;1 Million ;R&B/HIP HOP
108812;Gold;JASON DERULO;TIP TOE;October 26, 2018;WARNER BROS RECORDS ;SINGLEMORE DETAILS ;November 10, 2017;SOLO;Digital;0.5 Million ;POP
108813;Gold;ALL THAT REMAINS;TWO WEEKS;October 26, 2018;RAZOR & TIE;SINGLEMORE DETAILS ;September 18, 2008; None;Digital;0.5 Million ;ROCK
108822;Gold;MAC MILLER;GO:OD AM;October 26, 2018;WARNER BROS RECORDS ;ALBUMMORE DETAILS ;September 18, 2015;SOLO;Standard;0.5 Million ;R&B/HIP HOP
108825;Gold;RAE SREMMURD;SR3MM;October 26, 2018;EARDRUMMER RECORDS / INTERSCOPE RECORDS;ALBUMMORE DETAILS ;May 4, 2018; None;Standard;0.5 Million ;R&B/HIP HOP
108808;Platinum;TYGA;TASTE;October 26, 2018;LAST KINGS MUSIC / EMPIRE;SINGLEMORE DETAILS ;May 16, 2018; None;Digital;3 Million ;R&B/HIP HOP
108605;Platinum;ELLIE GOULDING;ANYTHING COULD HAPPEN;October 25, 2018;CHERRY TREE / INTERSCOPE;SINGLEMORE DETAILS ;August 21, 2012; None;Digital;2 Million ;POP
108781;Gold;LIL PEEP & XXXTENTACION;FALLING DOWN;October 25, 2018;COLUMBIA;SINGLEMORE DETAILS ;September 19, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108669;Platinum;ELLIE GOULDING;ON MY MIND;October 25, 2018;CHERRYTREE / INTERSCOPE ;SINGLEMORE DETAILS ;September 17, 2015; None;Digital;2 Million ;POP
108690;Gold;ELLIE GOULDING;YOUR SONG;October 25, 2018;CHERRY TREE / INTERSCOPE;SINGLEMORE DETAILS ;February 26, 2010; None;Digital;0.5 Million ;POP
108694;Platinum;ELLIE GOULDING;DELIRIUM;October 25, 2018;INTERSCOPE;ALBUMMORE DETAILS ;November 13, 2015; None;Standard;1 Million ;POP
108649;Platinum;ELLIE GOULDING;LOVE ME LIKE YOU DO;October 25, 2018;INTERSCOPE;SINGLEMORE DETAILS ;January 7, 2015;SOLO;Digital;5 Million ;POP
108614;Platinum;ELLIE GOULDING;BURN;October 25, 2018;CHERRYTREE / INTERSCOPE ;SINGLEMORE DETAILS ;July 22, 2013; None;Digital;4 Million ;POP
108699;Platinum;ELLIE GOULDING;HALCYON;October 25, 2018;CHERRY TREE / INTERSCOPE;ALBUMMORE DETAILS ;October 9, 2012; None;Standard;1 Million ;POP
108700;Platinum;ELLIE GOULDING;LIGHTS;October 25, 2018;CHERRY TREE / INTERSCOPE;ALBUMMORE DETAILS ;February 26, 2010; None;Standard;1 Million ;POP
108680;Gold;ELLIE GOULDING;SOMETHING IN THE WAY YOU MOVE;October 25, 2018;INTERSCOPE;SINGLEMORE DETAILS ;November 13, 2015; None;Digital;0.5 Million ;POP
108607;Gold;ELLIE GOULDING;BEATING HEART (FROM DIVERGENT);October 25, 2018;INTERSCOPE;SINGLEMORE DETAILS ;January 1, 2014; None;Digital;0.5 Million ;SOUNDTRACK
108681;Gold;ELLIE GOULDING;STARRY EYED;October 25, 2018;CHERRY TREE / INTERSCOPE;SINGLEMORE DETAILS ;February 26, 2010; None;Digital;0.5 Million ;POP
108659;Platinum;FUTURE;LOW LIFE (FEAT. THE WEEKND);October 24, 2018;EPIC/FREEBANDZ/A1;SINGLEMORE DETAILS ;February 5, 2016;SOLO;Digital;5 Million ;R&B/HIP HOP
108663;Platinum;MEGHAN TRAINOR;ME TOO;October 24, 2018;EPIC;SINGLEMORE DETAILS ;May 5, 2016; None;Digital;3 Million ;POP
108665;Platinum;DJ KHALED;NO BRAINER (FEAT. JUSTIN BIEBER, CHANCE THE RAPPER, & QUAVO);October 24, 2018;EPIC;SINGLEMORE DETAILS ;July 27, 2018;SOLO;Digital;1 Million ;R&B/HIP HOP
108672;Platinum;OFFSET & METRO BOOMIN;RIC FLAIR DRIP;October 24, 2018;SLAUGHTER GANG / EPIC / QUALITY CONTROL MUSIC / MOTOWN RECORDS / CAPITOL RECORDS / BOOMINATI WORLDWIDE / REPUBLIC RECORDS;SINGLEMORE DETAILS ;October 31, 2017; None;Digital;3 Million ;R&B/HIP HOP
108677;Platinum;TRAVIS SCOTT;SICKO MODE;October 24, 2018;EPIC;SINGLEMORE DETAILS ;August 21, 2018; None;Digital;2 Million ;R&B/HIP HOP
108692;Gold;CARRIE UNDERWOOD;CRY PRETTY;October 23, 2018;CAPITOL RECORDS NASHVILLE;ALBUMMORE DETAILS ;September 14, 2018;SOLO;Standard;0.5 Million ;COUNTRY
108630;Gold;KANYE WEST;GHOST TOWN;October 23, 2018;G.O.O.D MUSIC / DEF JAM RECORDINGS;SINGLEMORE DETAILS ;June 1, 2018;SOLO;Digital;0.5 Million ;R&B/HIP HOP
108686;Platinum;ELLA MAI;TRIP;October 23, 2018;10 SUMMERS RECORDS / INTERSCOPE RECORDS;SINGLEMORE DETAILS ;August 3, 2018; None;Digital;1 Million ;R&B/HIP HOP
108695;Gold;ELLA MAI;ELLA MAI;October 23, 2018;10 SUMMERS RECORDS / INTERSCOPE RECORDS;ALBUMMORE DETAILS ;October 12, 2018; None;Standard;0.5 Million ;R&B/HIP HOP
108703;Platinum;REIK & MALUMA;AMIGOS CON DERECHOS;October 23, 2018;SONY LATIN;SINGLEMORE DETAILS ;August 31, 2018; None;Latin;0.06 Million ;LATIN
108619;Gold;MARTIN GARRIX;DON'T LOOK DOWN;October 23, 2018;RCA;SINGLEMORE DETAILS ;March 17, 2018; None;Digital;0.5 Million ;DANCE/ELEC
108800;Platinum;MAREN MORRIS;MY CHURCH;October 22, 2018;COLUMBIA NASHVILLE / BIG YELLOW DOG MUSIC;SINGLEMORE DETAILS ;July 1, 2015; None;Digital;2 Million ;COUNTRY
108754;Platinum;MAREN MORRIS;80S MERCEDES;October 22, 2018;COLUMBIA NASHVILLE;SINGLEMORE DETAILS ;November 6, 2015; None;Digital;1 Million ;COUNTRY
108789;Platinum;MAREN MORRIS;I COULD USE A LOVE SONG;October 22, 2018;COLUMBIA NASHVILLE;SINGLEMORE DETAILS ;June 3, 2016; None;Digital;1 Million ;COUNTRY
108684;Platinum;YG;TOOT IT AND BOOT IT;October 18, 2018;DEF JAM;SINGLEMORE DETAILS ;June 8, 2010; None;Digital;1 Million ;R&B/HIP HOP
108606;Gold;NICKI MINAJ;BARBIE DREAMS;October 17, 2018;YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS;SINGLEMORE DETAILS ;August 10, 2018;SOLO;Digital;0.5 Million ;R&B/HIP HOP
108712;Platinum;MATT HUNTER, LELE PONS;DICEN;October 17, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;May 4, 2018; None;Latin;0.12 Million ;LATIN
108720;Platinum;THALIA & NATTI NATASHA;NO ME ACUERDO;October 17, 2018;SONY LATIN;SINGLEMORE DETAILS ;June 1, 2018; None;Latin;0.24 Million ;LATIN
108725;Platinum;JUSTIN QUILES;NO QUIERO AMARTE (FEAT. ZION & LENNOX);October 17, 2018;WARNER MUSIC LATINA;SINGLEMORE DETAILS ;April 20, 2018; None;Latin;0.06 Million ;LATIN
108629;Gold;H.E.R.;FOCUS;October 17, 2018;RCA;SINGLEMORE DETAILS ;October 20, 2017; None;Digital;0.5 Million ; None
108608;Gold;NICKI MINAJ;BED;October 16, 2018;YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS;SINGLEMORE DETAILS ;June 14, 2018;SOLO;Digital;0.5 Million ;R&B/HIP HOP
108628;Platinum;SURVIVOR;EYE OF THE TIGER;October 16, 2018;RCA;SINGLEMORE DETAILS ;October 1, 2003;GROUP;Digital;8 Million ; None
108702;Gold;SARA EVANS;STRONGER;October 16, 2018;RCA NASHVILLE;ALBUMMORE DETAILS ;March 7, 2011;SOLO;Standard;0.5 Million ;COUNTRY
108639;Platinum;FAMOUS DEX;JAPAN;October 16, 2018;300 ENTERTAINMENT / RICH FOREVER MUSIC;SINGLEMORE DETAILS ;March 16, 2018; None;Digital;1 Million ;R&B/HIP HOP
108664;Gold;DENNIS LLOYD;NEVERMIND;October 15, 2018;WARNER BROS RECORDS ;SINGLEMORE DETAILS ;April 21, 2017; None;Digital;0.5 Million ;DANCE/ELEC
108688;Platinum;5 SECONDS OF SUMMER;YOUNGBLOOD;October 15, 2018;CAPITOL RECORDS;SINGLEMORE DETAILS ;April 13, 2018; None;Digital;1 Million ;POP
108670;Platinum;FAMOUS DEX;PICK IT UP;October 15, 2018;300 ENTERTAINMENT / RICH FOREVER MUSIC;SINGLEMORE DETAILS ;October 18, 2017; None;Digital;1 Million ;R&B/HIP HOP
108602;Platinum;JON BELLION;ALL TIME LOW;October 15, 2018;CAPITOL RECORDS;SINGLEMORE DETAILS ;April 14, 2015; None;Digital;3 Million ;POP
108609;Gold;LOUD LUXURY;BODY (FEAT. BRANDO);October 15, 2018;ARMADA SINGLES;SINGLEMORE DETAILS ;October 27, 2017; None;Digital;0.5 Million ;DANCE/ELEC
108644;Platinum;SAM SMITH;LAY ME DOWN;October 15, 2018;CAPITOL;SINGLEMORE DETAILS ;March 12, 2013; None;Digital;4 Million ;POP
108682;Platinum;CHRIS LANE;TAKE BACK HOME GIRL;October 12, 2018;BIG LOUD RECORDS;SINGLEMORE DETAILS ;September 29, 2017; None;Digital;1 Million ;COUNTRY
108635;Gold;ELLIE GOULDING;HOW LONG WILL I LOVE YOU;October 12, 2018;CHERRY TREE / INTERSCOPE;SINGLEMORE DETAILS ;October 5, 2012; None;Digital;0.5 Million ;POP
108709;Platinum;SILVESTRE DANGOND & NICKY JAM;CASATE CONMIGO;October 12, 2018;SONY LATIN;SINGLEMORE DETAILS ;September 15, 2017; None;Latin;0.24 Million ;LATIN
108633;Gold;ELLIE GOULDING;HANGING ON;October 12, 2018;CHERRY TREE / INTERSCOPE;SINGLEMORE DETAILS ;July 13, 2012; None;Digital;0.5 Million ;POP
108715;Gold;SILVESTRE DANGOND & NATTI NATASHA;JUSTICIA;October 12, 2018;SONY LATIN;SINGLEMORE DETAILS ;June 29, 2018; None;Latin;0.03 Million ;LATIN
108631;Gold;ERIC BELLINGER;GOAT;October 12, 2018;YFS (YOUR FAVORITE SONG) / EMPIRE;SINGLEMORE DETAILS ;November 17, 2017; None;Digital;0.5 Million ;R&B/HIP HOP
108676;Gold;PLAYBOI CARTI;SHOOTA (FEAT. LIL UZI VERT);October 12, 2018;AWGE / INTERSCOPE RECORDS;SINGLEMORE DETAILS ;May 11, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108638;Platinum;CALVIN HARRIS;I NEED YOUR LOVE (FEAT. ELLIE GOULDING);October 12, 2018;COLUMBIA;SINGLEMORE DETAILS ;April 16, 2013;SOLO;Digital;2 Million ; None
108652;Platinum;BILLIE EILISH;LOVELY (FEAT. KHALID);October 12, 2018;DARKROOM / INTERSCOPE RECORDS;SINGLEMORE DETAILS ;April 19, 2018; None;Digital;1 Million ;ALTERNATIVE
108251;Gold;THOMAS RHETT;LIFE CHANGES;October 10, 2018;THE VALORY MUSIC CO;SINGLEMORE DETAILS ;September 1, 2017; None;Digital;0.5 Million ;COUNTRY
108199;Diamond;FLORIDA GEORGIA LINE;CRUISE;October 10, 2018;BMX;SINGLEMORE DETAILS ;April 10, 2012; None;Digital;11 Million ;COUNTRY
108359;Platinum;DAVID NAIL;WHATEVER SHE'S GOT;October 10, 2018;MCA NASHVILLE;SINGLEMORE DETAILS ;June 18, 2013; None;Digital;2 Million ;COUNTRY
108247;Platinum;DARIUS RUCKER;IF I TOLD YOU;October 10, 2018;CAPITOL NASHVILLE;SINGLEMORE DETAILS ;July 5, 2016;SOLO;Digital;1 Million ;COUNTRY
108274;Gold;DAVID NAIL;NIGHTS ON FIRE;October 10, 2018;MCA NASHVILLE;SINGLEMORE DETAILS ;July 20, 2015; None;Digital;0.5 Million ;COUNTRY
108134;Platinum;DARIUS RUCKER;ALRIGHT;October 10, 2018;CAPITOL NASHVILLE;SINGLEMORE DETAILS ;September 16, 2008;SOLO;Digital;2 Million ;COUNTRY
108282;Platinum;TY DOLLA $IGN;OR NAH (FEAT. WIZ KHALIFA & DJ MUSTARD);October 9, 2018;ATLANTIC RECORDS;SINGLEMORE DETAILS ;January 7, 2014; None;Digital;4 Million ;R&B/HIP HOP
108380;Gold;BEBE REXHA;EXPECTATIONS;October 9, 2018;WARNER BROS RECORDS ;ALBUMMORE DETAILS ;June 22, 2018; None;Standard;0.5 Million ;POP
108315;Platinum;TY DOLLA $IGN;SAVED;October 9, 2018;ATLANTIC RECORDS;SINGLEMORE DETAILS ;October 17, 2015; None;Digital;1 Million ;R&B/HIP HOP
108200;Gold;BREAKING BENJAMIN;DANCE WITH THE DEVIL;October 9, 2018;HOLLYWOOD RECORDS;SINGLEMORE DETAILS ;August 8, 2006;GROUP;Digital;0.5 Million ;ROCK
108292;Platinum;TY DOLLA $IGN;PARANOID (FEAT. B.O.B.);October 9, 2018;ATLANTIC RECORDS;SINGLEMORE DETAILS ;September 10, 2013; None;Digital;2 Million ;R&B/HIP HOP
108823;Gold;TY DOLLA $IGN;LOVE U BETTER;October 9, 2018;ATLANTIC RECORDS;ALBUMMORE DETAILS ;July 10, 2017; None;Standard;0.5 Million ;R&B/HIP HOP
108788;Gold;OLIVIA HOLT;HISTORY;October 9, 2018;HOLLYWOOD RECORDS;SINGLEMORE DETAILS ;July 15, 2016; None;Digital;0.5 Million ;POP
108271;Platinum;BEBE REXHA;MEANT TO BE (FEAT. FLORIDA GEORGIA LINE);October 9, 2018;WARNER BROS RECORDS ;SINGLEMORE DETAILS ;August 11, 2017; None;Digital;4 Million ;POP
108235;Platinum;GNASH;I HATE U, I LOVE U (FEAT. OLIVIA O'BRIEN);October 8, 2018;:):;SINGLEMORE DETAILS ;August 7, 2015; None;Digital;4 Million ;POP
108498;Platinum;SKY, J BALVIN, OZUNA;KARMA;October 5, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;June 8, 2018; None;Latin;0.06 Million ;LATIN
108474;Diamond;SHAKIRA;EL DORADO;October 5, 2018;SONY LATIN;ALBUMMORE DETAILS ;May 26, 2017;SOLO;Latin;0.6 Million ;LATIN
108485;Platinum;MALUMA;F.A.M.E.;October 5, 2018;SONY LATIN;ALBUMMORE DETAILS ;May 18, 2018; None;Latin;0.36 Million ;LATIN
108427;Platinum;NACHO;CASUALIDAD;October 4, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;June 22, 2018; None;Latin;0.06 Million ;LATIN
108157;Gold;2 CHAINZ;BIGGER THAN YOU;October 4, 2018;DEF JAM;SINGLEMORE DETAILS ;June 29, 2018;SOLO;Digital;0.5 Million ;R&B/HIP HOP
108579;Platinum;ALEX ROSE, RAUW ALEJANDRO, CAZZU, LENNY TAVAREZ, LYANNO;TODA REMIX;October 4, 2018;OIDOS FRESH;SINGLEMORE DETAILS ;June 1, 2018; None;Latin;0.18 Million ;LATIN
108526;Gold;GREEICY;MAS FUERTE;October 4, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;February 23, 2018; None;Latin;0.03 Million ;LATIN
108241;Gold;KANYE WEST, LIL PUMP;I LOVE IT;October 4, 2018;G.O.O.D MUSIC / DEF JAM RECORDINGS;SINGLEMORE DETAILS ;September 7, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108154;Gold;CARDI B;BEST LIFE (FEAT. CHANCE THE RAPPER);October 3, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108428;Gold;CHAYANNE;CHOKA CHOKA (FEAT. OZUNA);October 3, 2018;SONY LATIN;SINGLEMORE DETAILS ;November 10, 2017;SOLO;Latin;0.03 Million ;LATIN
108205;Platinum;THOMAS RHETT;DIE A HAPPY MAN;October 3, 2018;VALORY MUSIC GROUP;SINGLEMORE DETAILS ;September 18, 2015; None;Digital;5 Million ;COUNTRY
108468;Gold;GILBERTO SANTA ROSA;EL CABALLERO DE LA SALSA-LA HISTORIA TROPICAL;October 3, 2018;SONY LATIN;ALBUMMORE DETAILS ;February 9, 2009;SOLO;Latin;0.03 Million ;LATIN
108316;Gold;CARDI B;SHE BAD (FEAT. YG);October 3, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108388;Platinum;CARDI B;INVASION OF PRIVACY;October 3, 2018;ATLANTIC RECORDS/KSR;ALBUMMORE DETAILS ;April 6, 2018; None;Standard;2 Million ;R&B/HIP HOP
108391;Platinum;THOMAS RHETT;IT GOES LIKE THIS;October 3, 2018;THE VALORY MUSIC CO;ALBUMMORE DETAILS ;October 29, 2013; None;Standard;1 Million ;COUNTRY
108343;Gold;CARDI B;THRU YOUR PHONE;October 3, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108366;Gold;A BOOGIE WIT DA HOODIE;ARTIST;October 3, 2018;HIGH BRIDGE / ATLANTIC RECORDS;ALBUMMORE DETAILS ;September 16, 2016; None;Standard;0.5 Million ;R&B/HIP HOP
108156;Gold;CARDI B;BICKENHEAD;October 3, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108219;Gold;CARDI B;GET UP 10;October 3, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;0.5 Million ;R&B/HIP HOP
108536;Platinum;CHAYANNE;QUE ME HAS HECHO (FEAT. WISIN);October 3, 2018;SONY LATIN;SINGLEMORE DETAILS ;April 21, 2017;SOLO;Latin;0.06 Million ;LATIN
108255;Platinum;MATT MAHER;LORD I NEED YOU;October 3, 2018;PROVIDENT LABEL GROUP LLC / REUNION RECORDS;SINGLEMORE DETAILS ;April 23, 2013; None;Digital;1 Million ;CHRISTIAN/GOSP
108305;Platinum;CARDI B;RING (FEAT. KEHLANI);October 2, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;1 Million ;R&B/HIP HOP
108240;Platinum;CARDI B;I LIKE IT (FEAT. J BALVIN & BAD BUNNY);October 2, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 6, 2018; None;Digital;4 Million ;R&B/HIP HOP
108288;Platinum;MEAT LOAF;PARADISE BY THE DASHBOARD LIGHT;October 2, 2018;EPIC;SINGLEMORE DETAILS ;January 30, 1977;SOLO;Digital;1 Million ; None
108347;Platinum;MEAT LOAF;TWO OUT OF THREE AIN'T BAD;October 2, 2018;CLEVELAND INTERNATIONAL;SINGLEMORE DETAILS ;No release date available.;SOLO;Digital;1 Million ; None
108208;Platinum;CARDI B;DRIP (FEAT. MIGOS);October 2, 2018;ATLANTIC RECORDS/KSR;SINGLEMORE DETAILS ;April 4, 2018; None;Digital;1 Million ;R&B/HIP HOP
108376;Platinum;MIRANDA LAMBERT;CRAZY EX-GIRLFRIEND;October 1, 2018;COLUMBIA NASHVILLE;ALBUMMORE DETAILS ;May 1, 2007;SOLO;Standard;2 Million ;COUNTRY
108334;Platinum;MIRANDA LAMBERT;THE HOUSE THAT BUILT ME;October 1, 2018;COLUMBIA NASHVILLE;SINGLEMORE DETAILS ;September 29, 2009;SOLO;Digital;3 Million ;COUNTRY
108309;Platinum;BISHOP BRIGGS;RIVER;October 1, 2018;ISLAND RECORDS;SINGLEMORE DETAILS ;April 29, 2016; None;Digital;1 Million ;ALTERNATIVE
108287;Platinum;MIRANDA LAMBERT;OVER YOU;October 1, 2018;RCA NASHVILLE;SINGLEMORE DETAILS ;November 1, 2011;SOLO;Digital;2 Million ;COUNTRY
108262;Platinum;MIRANDA LAMBERT;MAMA'S BROKEN HEART;October 1, 2018;RCA NASHVILLE;SINGLEMORE DETAILS ;November 1, 2011;SOLO;Digital;3 Million ;COUNTRY
108141;Platinum;MIRANDA LAMBERT;AUTOMATIC;October 1, 2018;RCA NASHVILLE;SINGLEMORE DETAILS ;February 11, 2014;SOLO;Digital;1 Million ;COUNTRY
108583;Gold;TRAP CAPOS & NORIEL;TRAP CAPOS II;October 1, 2018;SONY LATIN;ALBUMMORE DETAILS ;April 6, 2018; None;Latin;0.03 Million ;LATIN
108244;Gold;NOTD;I WANNA KNOW;October 1, 2018;ISLAND RECORDS;SINGLEMORE DETAILS ;May 11, 2018; None;Digital;0.5 Million ;POP
108398;Platinum;MIRANDA LAMBERT;REVOLUTION;October 1, 2018;COLUMBIA NASHVILLE;ALBUMMORE DETAILS ;September 29, 2009;SOLO;Standard;2 Million ;COUNTRY
108711;Gold;ALEX ROSE;DARTE (FEAT. MYKE TOWERS);September 28, 2018;LOS OIDOS FRESH;SINGLEMORE DETAILS ;July 27, 2018; None;Latin;0.03 Million ;LATIN
108719;Gold;BABY RASTA Y GRINGO;NA NA NA NA NA;September 28, 2018;WOLFLOW MUSIC;SINGLEMORE DETAILS ;September 25, 2017; None;Latin;0.03 Million ;LATIN
108425;Platinum;IAMCHINO;AY MI DIOS (FEAT. PITBULL, YANDEL & CHACAL);September 28, 2018;SONY LATIN;SINGLEMORE DETAILS ;February 22, 2016; None;Latin;0.48 Million ;LATIN
108253;Platinum;THE DOORS;LIGHT MY FIRE;September 28, 2018;RHINO;SINGLEMORE DETAILS ;January 1, 1967;GROUP;Digital;1 Million ;ROCK
108727;Gold;BABY RASTA Y GRINGO;UN BESO;September 28, 2018;WOLFLOW MUSIC;SINGLEMORE DETAILS ;September 25, 2017; None;Latin;0.03 Million ;LATIN
108245;Gold;BILLIE EILISH;IDONTWANNABEYOUANYMORE;September 28, 2018;DARKROOM / INTERSCOPE RECORDS;SINGLEMORE DETAILS ;July 21, 2017; None;Digital;0.5 Million ;ALTERNATIVE
108705;Gold;BABY RASTA Y GRINGO;AMOR PROHIBIDO;September 28, 2018;WOLFLOW MUSIC;SINGLEMORE DETAILS ;September 25, 2017; None;Latin;0.03 Million ;LATIN
108353;Platinum;FRENCH MONTANA;UNFORGETTABLE (FEAT. SWAE LEE);September 28, 2018;EPIC;SINGLEMORE DETAILS ;April 7, 2017;SOLO;Digital;6 Million ;R&B/HIP HOP
108443;Diamond;DADDY YANKEE;DURA;September 27, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;January 18, 2018;SOLO;Latin;1.26 Million ;LATIN
108218;Gold;HUGH JACKMAN, THE GREATEST SHOWMAN ENSEMBLE;FROM NOW ON;September 27, 2018;ATLANTIC RECORDS;SINGLEMORE DETAILS ;December 8, 2017; None;Digital;0.5 Million ;POP
108296;Platinum;THE CHAINSMOKERS;PARIS;September 27, 2018;COLUMBIA;SINGLEMORE DETAILS ;January 13, 2017; None;Digital;3 Million ;POP
108370;Platinum;CHILDISH GAMBINO;AWAKEN, MY LOVE;September 27, 2018;GLASSNOTE RECORDS;ALBUMMORE DETAILS ;December 2, 2016; None;Standard;1 Million ;R&B/HIP HOP
108324;Platinum;DAYA;SIT STILL, LOOK PRETTY;September 27, 2018;ARTBEATZ ENTERTAINMENT;SINGLEMORE DETAILS ;March 29, 2016; None;Digital;2 Million ;POP
108556;Platinum;OMEGA;SI TE VAS;September 26, 2018;PLANET RECORDS;SINGLEMORE DETAILS ;May 29, 2009; None;Latin;0.06 Million ;LATIN
108522;Gold;CHIQUITO TEAM BAND;LEJOS DE TI;September 26, 2018;PLANET RECORDS;SINGLEMORE DETAILS ;March 22, 2014; None;Latin;0.03 Million ;LATIN
108584;Gold;JEHU EL REY;TU SIN MI;September 26, 2018;PLANET RECORDS;SINGLEMORE DETAILS ;November 21, 2013; None;Latin;0.03 Million ;LATIN
108530;Gold;OMEGA;MERENGUE ELECTRONICO;September 26, 2018;PLANET RECORDS;SINGLEMORE DETAILS ;July 28, 2009; None;Latin;0.03 Million ;LATIN
108209;Gold;MITCHELL TENPENNY;DRUNK ME;September 25, 2018;COLUMBIA NASHVILLE / RISER HOUSE ENTERTAINMENT;SINGLEMORE DETAILS ;February 23, 2018; None;Digital;0.5 Million ;COUNTRY
108307;Gold;JONAS BLUE;RISE;September 25, 2018;ASTRALWERKS;SINGLEMORE DETAILS ;May 25, 2018; None;Digital;0.5 Million ;DANCE/ELEC
108158;Gold;THE PAPER KITES;BLOOM;September 25, 2018;NETTWERK;SINGLEMORE DETAILS ;March 5, 2013; None;Digital;0.5 Million ;ALTERNATIVE
108565;Diamond;BECKY G, NATTI NATASHA;SIN PIJAMA;September 25, 2018;SONY LATIN;SINGLEMORE DETAILS ;April 20, 2018; None;Latin;0.78 Million ;LATIN
108405;Platinum;JON Z;0 SENTIMIENTOS (REMIX) (FEAT. BABY RASTA, NORIEL, LYAN, DARKIEL, MESSIAH);September 25, 2018;CHOSEN FEW EMERALD ENTERTAINMENT, INC;SINGLEMORE DETAILS ;January 1, 2017; None;Latin;0.06 Million ;LATIN
108531;Platinum;MAU Y RICKY;MI MALA;September 25, 2018;SONY LATIN;SINGLEMORE DETAILS ;October 13, 2017; None;Latin;0.18 Million ;LATIN
108178;Gold;LOVELYTHEBAND;BROKEN;September 25, 2018;RED MUSIC;SINGLEMORE DETAILS ;April 20, 2017; None;Digital;0.5 Million ;ALTERNATIVE
108303;Platinum;ZAC EFRON & ZENDAYA;REWRITE THE STARS;September 25, 2018;ATLANTIC RECORDS;SINGLEMORE DETAILS ;November 17, 2017; None;Digital;1 Million ;POP
108538;Diamond;DADDY YANKEE;SHAKY SHAKY;September 24, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;April 8, 2016;SOLO;Latin;1.02 Million ;LATIN
108440;Platinum;LESLIE GRACE;DIGANLE (FEAT. BECKY G);September 24, 2018;SONY LATIN;SINGLEMORE DETAILS ;September 29, 2017; None;Latin;0.12 Million ;LATIN
108504;Diamond;DADDY YANKEE;LA ROMPE CORAZONES;September 24, 2018;UNIVERSAL MUSIC LATINO;SINGLEMORE DETAILS ;January 20, 2017;SOLO;Latin;1.02 Million ;LATIN
108264;Platinum;THOMAS RHETT;MARRY ME;September 24, 2018;THE VALORY MUSIC CO;SINGLEMORE DETAILS ;September 8, 2017; None;Digital;2 Million ;COUNTRY
108213;Platinum;ALAN WALKER;FADED;September 24, 2018;MER MUSIKK/RCA;SINGLEMORE DETAILS ;February 26, 2016; None;Digital;2 Million ;DANCE/ELEC
108250;Platinum;MARTIN GARRIX & BEBE REXHA;IN THE NAME OF LOVE;September 24, 2018;RCA RECORDS;SINGLEMORE DETAILS ;July 29, 2016; None;Digital;2 Million ;POP
108217;Gold;KYGO & ELLIE GOULDING;FIRST TIME;September 24, 2018;RCA;SINGLEMORE DETAILS ;April 28, 2017; None;Digital;0.5 Million ; None
